93.82,0,28.00
93.53,0,56.00
96.21,0,83.00
93.49,0,111.00
74.50,0,139.00
94.39,0,164.00
93.92,0,192.00
58.52,0,220.00
94.39,0,245.00
93.92,0,273.00
57.18,0,300.00
94.81,0,325.00
93.51,0,353.00
48.51,0,380.00
95.30,0,405.00
94.83,0,433.00
55.91,0,460.00
94.29,0,485.00
93.92,0,513.00
52.80,0,540.00
83.59,0,566.00
82.25,0,592.00
63.41,0,619.00
95.72,0,645.00
93.92,0,672.00
59.44,0,700.00
94.39,0,726.00
93.92,0,752.00
55.48,0,780.00
94.83,0,805.00
93.92,0,833.00
49.72,0,860.00
94.83,0,885.00
93.92,0,913.00
50.18,0,940.00
94.39,0,965.00
93.94,0,993.00
57.49,50,1019.00
95.55,50,1045.00
81.83,50,1073.00
56.31,50,1100.00
93.71,50,1125.00
81.09,50,1153.00
54.61,50,1179.00
79.72,50,1205.00
78.36,50,1231.00
74.52,50,1258.00
77.51,50,1285.00
75.66,50,1311.00
75.64,50,1338.00
75.99,50,1364.00
75.44,50,1391.00
75.01,50,1418.00
87.01,50,1444.00
73.49,50,1471.00
73.05,50,1498.00
73.81,50,1524.00
71.55,50,1551.00
71.03,50,1576.00
70.97,50,1603.00
68.80,50,1630.00
67.75,50,1655.00
67.41,50,1682.00
67.64,50,1708.00
67.70,50,1734.00
65.83,50,1760.00
66.21,50,1786.00
65.63,50,1812.00
64.73,50,1838.00
64.31,50,1864.00
64.57,50,1890.00
63.19,50,1915.00
62.45,50,1942.00
63.21,50,1968.00
62.61,50,1993.00
59.55,0,2019.00
60.35,0,2044.00
59.71,0,2071.00
60.67,0,2097.00
59.97,0,2122.00
60.08,0,2148.00
60.62,0,2173.00
60.62,0,2199.00
60.51,0,2225.00
60.51,0,2250.00
61.00,0,2276.00
60.06,0,2301.00
60.87,0,2327.00
60.87,0,2353.00
60.08,0,2378.00
60.56,0,2405.00
60.56,0,2430.00
61.00,0,2456.00
60.58,0,2482.00
60.98,0,2507.00
60.98,0,2533.00
60.62,0,2558.00
60.87,0,2584.00
60.44,0,2610.00
60.55,0,2635.00
60.58,0,2662.00
60.55,0,2688.00
60.98,0,2713.00
60.60,0,2739.00
61.00,0,2764.00
60.98,0,2790.00
60.87,0,2816.00
60.47,0,2841.00
60.44,0,2867.00
60.98,0,2892.00
60.62,0,2919.00
60.98,0,2945.00
60.98,0,2970.00
60.98,0,2996.00
60.60,0,3021.00
60.98,0,3047.00
60.87,0,3073.00
60.49,0,3098.00
60.94,0,3124.00
60.56,0,3150.00
60.56,0,3176.00
59.79,0,3202.00
60.98,0,3227.00
60.98,0,3253.00
60.62,0,3278.00
60.87,0,3304.00
60.87,0,3330.00
60.87,0,3355.00
60.22,0,3381.00
61.00,0,3407.00
60.98,0,3433.00
60.18,0,3459.00
60.98,0,3484.00
60.98,0,3510.00
60.87,0,3535.00
59.68,0,3561.00
60.87,0,3587.00
60.55,0,3612.00
60.18,0,3639.00
60.98,0,3664.00
60.98,0,3690.00
60.98,0,3716.00
60.22,0,3741.00
60.98,0,3767.00
60.56,0,3792.00
60.08,0,3818.00
60.87,0,3844.00
60.87,0,3869.00
60.98,0,3896.00
60.20,0,3921.00
60.98,0,3947.00
60.98,0,3973.00
60.56,0,3998.00
60.98,0,4024.00
60.98,0,4049.00
60.44,0,4075.00
59.68,0,4101.00
60.87,0,4126.00
60.44,0,4152.00
60.56,0,4178.00
60.56,0,4204.00
60.98,0,4230.00
60.56,0,4255.00
59.79,0,4281.00
60.98,0,4306.00
61.00,0,4332.00
60.98,0,4358.00
60.98,0,4383.00
60.46,0,4409.00
60.87,0,4434.00
59.68,0,4460.00
60.87,0,4486.00
60.56,0,4512.00
60.98,0,4538.00
60.58,0,4563.00
60.56,0,4589.00
61.00,0,4615.00
60.22,0,4640.00
60.56,0,4666.00
60.56,0,4691.00
60.87,0,4717.00
60.47,0,4743.00
60.87,0,4768.00
60.87,0,4794.00
59.79,0,4820.00
60.56,0,4846.00
60.98,0,4872.00
60.98,0,4897.00
60.60,0,4923.00
60.98,0,4948.00
60.98,0,4974.00
60.18,0,5000.00
60.87,80,5025.00
60.76,80,5051.00
60.51,80,5076.00
59.17,80,5103.00
58.50,80,5129.00
58.25,80,5154.00
57.54,80,5180.00
56.24,80,5206.00
55.86,80,5231.00
54.28,80,5256.00
52.98,80,5281.00
53.32,80,5307.00
52.47,80,5332.00
50.86,80,5358.00
49.92,80,5383.00
49.41,80,5408.00
49.00,80,5433.00
47.79,80,5458.00
45.96,80,5483.00
45.61,80,5509.00
44.62,80,5533.00
43.35,80,5558.00
42.23,80,5583.00
41.78,80,5608.00
40.93,80,5633.00
40.09,80,5657.00
38.46,80,5682.00
38.39,80,5706.00
37.54,80,5731.00
36.69,80,5755.00
35.44,80,5780.00
34.59,80,5804.00
33.74,80,5828.00
32.94,80,5853.00
32.22,80,5876.00
30.88,80,5901.00
30.54,80,5925.00
29.61,80,5949.00
28.47,80,5972.00
27.62,80,5997.00
26.77,80,6021.00
26.39,80,6044.00
25.56,80,6069.00
24.78,80,6092.00
23.98,80,6116.00
23.06,80,6139.00
21.39,80,6163.00
22.03,80,6187.00
21.23,80,6210.00
20.38,80,6234.00
19.60,80,6257.00
18.81,80,6281.00
17.58,80,6304.00
16.91,80,6328.00
16.00,80,6350.00
15.64,80,6374.00
14.95,80,6397.00
13.63,80,6420.00
12.13,80,6444.00
12.09,80,6466.00
11.89,80,6490.00
10.55,0,6512.00
9.34,0,6535.00
8.94,0,6558.00
9.20,0,6581.00
9.20,0,6603.00
9.25,0,6626.00
8.92,0,6648.00
9.58,0,6672.00
9.09,0,6694.00
9.03,0,6717.00
9.41,0,6739.00
8.60,0,6762.00
9.52,0,6786.00
9.10,0,6808.00
9.39,0,6831.00
8.98,0,6853.00
9.52,0,6877.00
9.50,0,6899.00
9.39,0,6922.00
9.41,0,6944.00
9.50,0,6968.00
9.52,0,6990.00
9.41,0,7013.00
8.98,0,7035.00
9.39,0,7058.00
9.52,0,7081.00
8.69,0,7104.00
9.39,0,7127.00
8.98,0,7149.00
9.39,0,7172.00
9.52,0,7195.00
9.52,0,7218.00
9.39,0,7240.00
8.98,0,7263.00
8.98,0,7285.00
9.52,0,7309.00
9.52,0,7331.00
9.39,0,7354.00
8.98,0,7376.00
9.09,0,7400.00
8.80,0,7422.00
9.52,0,7445.00
9.41,0,7468.00
9.41,0,7490.00
9.50,0,7514.00
9.09,0,7536.00
8.98,0,7559.00
9.39,0,7581.00
8.92,0,7604.00
9.52,0,7627.00
9.10,0,7650.00
9.50,0,7672.00
9.41,0,7695.00
9.39,0,7717.00
9.52,0,7741.00
9.09,0,7763.00
9.39,0,7786.00
9.41,0,7809.00
9.52,0,7831.00
9.52,0,7855.00
9.52,0,7877.00
8.98,0,7900.00
9.03,0,7922.00
9.10,0,7946.00
9.50,0,7968.00
9.41,0,7991.00
9.39,0,8013.00
9.41,0,8036.00
9.52,0,8059.00
9.52,0,8082.00
9.00,0,8104.00
8.98,0,8127.00
8.98,0,8150.00
9.50,0,8173.00
9.50,0,8196.00
9.39,0,8218.00
9.41,0,8241.00
9.39,0,8263.00
9.52,0,8287.00
9.52,0,8309.00
9.39,0,8332.00
9.41,0,8354.00
9.50,0,8378.00
9.52,0,8400.00
9.07,0,8423.00
9.41,0,8445.00
9.50,0,8468.00
9.52,0,8492.00
9.50,0,8514.00
9.41,0,8537.00
9.41,0,8559.00
9.52,0,8583.00
9.59,0,8605.00
9.41,0,8628.00
9.39,0,8650.00
9.52,0,8674.00
9.52,0,8696.00
9.52,0,8719.00
8.98,0,8741.00
8.54,0,8764.00
9.10,0,8787.00
9.52,0,8810.00
9.50,0,8833.00
9.39,0,8855.00
9.39,0,8878.00
9.52,0,8901.00
9.52,0,8924.00
8.98,0,8946.00
9.39,0,8969.00
9.41,0,8991.00
9.52,0,9015.00
9.52,0,9037.00
9.39,0,9060.00
8.60,0,9082.00
9.56,0,9106.00
9.52,0,9128.00
9.41,0,9151.00
8.98,0,9174.00
9.39,0,9196.00
9.52,0,9220.00
9.52,0,9242.00
9.00,0,9265.00
9.39,0,9287.00
8.98,0,9310.00
9.52,0,9333.00
9.52,0,9356.00
9.39,0,9378.00
9.39,0,9401.00
8.98,0,9423.00
9.50,0,9447.00
9.52,0,9469.00
9.39,0,9492.00
9.39,0,9515.00
9.52,0,9538.00
9.52,0,9561.00
9.14,0,9583.00
9.39,0,9606.00
9.41,0,9628.00
9.52,0,9652.00
9.52,0,9674.00
9.41,0,9697.00
9.39,0,9719.00
9.41,0,9742.00
9.10,0,9765.00
9.52,0,9788.00
8.98,0,9810.00
9.41,0,9833.00
9.41,0,9856.00
9.52,0,9879.00
9.52,0,9902.00
9.09,0,9924.00
