28.45,30,67,43.00
28.29,30,65,57.00
27.89,30,61,71.00
28.36,30,66,86.00
28.54,30,68,100.00
29.07,30,73,114.00
28.56,30,68,129.00
28.54,30,68,143.00
28.65,30,69,158.00
28.80,30,70,178.00
29.56,30,78,198.00
29.29,30,75,219.00
29.40,30,76,240.00
29.49,30,77,261.00
29.78,30,80,281.00
30.17,30,84,303.00
29.87,30,81,323.00
30.03,30,83,344.00
30.45,30,87,365.00
30.48,30,87,386.00
30.19,30,84,406.00
30.07,30,83,427.00
30.07,30,83,448.00
30.19,30,84,468.00
30.12,30,84,489.00
29.69,30,79,510.00
29.79,30,80,531.00
29.72,30,80,551.00
29.23,30,75,573.00
30.12,30,84,593.00
30.70,30,89,614.00
31.06,30,93,635.00
30.17,30,84,656.00
30.72,30,90,676.00
30.59,30,88,698.00
30.12,30,84,718.00
30.17,30,84,739.00
30.07,30,83,759.00
30.07,30,83,781.00
30.66,30,89,801.00
30.07,30,83,822.00
30.07,30,83,843.00
30.19,30,84,864.00
30.19,30,84,884.00
30.03,30,83,906.00
30.03,30,83,926.00
30.08,30,83,947.00
29.96,30,82,968.00
30.01,30,83,989.00
30.14,30,84,1009.00
30.01,30,83,1032.00
29.90,30,82,1053.00
30.57,30,88,1075.00
30.45,30,87,1097.00
29.96,30,82,1119.00
30.50,30,87,1140.00
29.90,30,82,1163.00
29.87,30,81,1184.00
30.39,30,86,1206.00
29.81,30,81,1228.00
29.81,30,81,1250.00
29.20,30,74,1271.00
29.90,30,82,1294.00
29.97,30,82,1315.00
30.14,30,84,1337.00
30.03,30,83,1358.00
30.08,30,83,1381.00
30.19,30,84,1402.00
30.08,30,83,1424.00
30.08,30,83,1446.00
30.14,30,84,1468.00
30.08,30,83,1489.00
29.25,30,75,1512.00
30.19,30,84,1533.00
30.48,30,87,1555.00
30.07,30,83,1577.00
30.66,30,89,1599.00
30.14,30,84,1620.00
30.55,30,88,1643.00
30.19,30,84,1665.00
30.03,30,83,1686.00
29.97,30,82,1709.00
29.88,30,81,1730.00
29.49,30,77,1752.00
29.97,30,82,1774.00
30.14,30,84,1796.00
30.14,30,84,1817.00
30.12,30,84,1840.00
30.25,30,85,1861.00
30.59,30,88,1883.00
30.12,30,84,1905.00
30.14,30,84,1927.00
30.25,30,85,1948.00
29.69,30,79,1971.00
29.20,30,74,1992.00
30.63,30,89,2014.00
30.55,30,88,2036.00
30.12,30,84,2058.00
30.25,30,85,2079.00
30.07,30,83,2102.00
30.08,30,83,2123.00
30.19,30,84,2145.00
30.08,30,83,2167.00
30.03,30,83,2189.00
29.76,30,80,2210.00
29.16,30,74,2233.00
30.03,30,83,2254.00
30.14,30,84,2276.00
30.50,30,87,2298.00
30.55,30,88,2320.00
30.28,30,85,2341.00
30.17,30,84,2364.00
30.17,30,84,2385.00
30.30,30,86,2407.00
30.61,30,89,2429.00
29.76,30,80,2451.00
30.26,30,85,2472.00
30.50,30,87,2495.00
